"name","itemId","price","currentPrice","brandName","sellerName","ratingScore","itemSold","location","image","itemUrl"
"New I7 SINGLE Bluetooth Wireless Earbuds Earphone Headsets Stereo Earpiece EarPods With Microphone For Earphone All Mobile Phones",831790163,1615,"Rs. 1,615","OKS®","eShopping® ",0,0,"Punjab","https://static-01.daraz.pk/p/f07628918f2da5f23caf2bc92c1bb238.jpg","https://www.daraz.pk/products/i7-i831790163.html"
"Ayunwish i11 & i12 Earpods For All Mobile Phones",497694759,599,"Rs. 599","No Brand","Minii-Hub",4.33,22,"Punjab","https://pk-live-21.slatic.net/kf/S2bd076d87e534759ab86d09fb0cb89e5B.jpg","https://www.daraz.pk/products/i11-i12-i497694759.html"
"New I7 SINGLE Bluetooth Wireless Earbuds Earphone Headsets Stereo Earpiece EarPods With Microphone For Earphone All Mobile Phones",221799399,349,"Rs. 349","No Brand","Online Trader(1)",4,184,"Punjab","https://static-01.daraz.pk/p/3b4b6db2e91408ab1e23afb4646db916.jpg","https://www.daraz.pk/products/i7-i221799399.html"
"Super Mini Earpods Invisible Ultra Bluetooth 4.0  Wireless Stereo Single Headset With Mic Universal Handsfree For All Mobile Phones",130721847,798,"Rs. 798","Malamah","Emily 1",0,0,"Punjab","https://static-01.daraz.pk/p/256fdfe68b05d986cd202a27a129ca0c.jpg","https://www.daraz.pk/products/40-i130721847.html"
"Original Mi Hands free High Quality Super Bass Stereo Hand free Earphone With Mic For All Mobile And Android Phone - Handsfree Earpods With Extra Bass and Calling Mic By Matt Pie",127480721,279,"Rs. 279","No Brand","(BiG SHOP)",3.37,151,"Punjab","https://static-01.daraz.pk/p/7c7637c15c22aa48a4ae42c620d620f6.jpg","https://www.daraz.pk/products/original-mi-hands-free-high-quality-super-bass-stereo-hand-free-earphone-with-mic-for-all-mobile-and-android-phone-handsfree-earpods-with-extra-bass-and-calling-mic-by-matt-pie-i127480721.html"
"Airpods i7s i12 Inpods 12 Full Set TWS True Wireless Bluetooth Headset Earbuds i7 Single Earpod Earphone for Android and iOS Mobile Phone (Features i11 i15 i9s 1 2 3 Pro 4 5 6 Airdots)",784306729,924.44,"Rs. 924","No Brand","Accessory HUB 6",0,0,"Punjab","https://static-01.daraz.pk/p/b40ca287e0cd8499ba0a22941a5db8b0.jpg","https://www.daraz.pk/products/i7s-i12-12-tws-i7-ios-i11-i15-i9s-1-2-3-4-5-6-i784306729.html"
"Premium Air 31 TWS Earpods: Bluetooth 5.3, Noise Reduction, Handsfree Touch Control, Long Battery Life for Mobile Phones",932714434,899,"Rs. 899","No Brand","Wireless Hub",0,0,"Punjab","https://static-01.daraz.pk/p/60062d2adc4b03bda1863a6e8c02db61.jpg","https://www.daraz.pk/products/31-tws-53-i932714434.html"
"I7S Bluetooth Wireless Earbuds Earphone Headsets Twins Stereo Earpiece air pods with Microphone For Android iPhone Earpods All Mobile Phones",134081795,820,"Rs. 820","No Brand","Top choic store",0,0,"Sindh","https://static-01.daraz.pk/p/6ca4f9bceccb18675bb1c8d9fdc0ad19.jpg","https://www.daraz.pk/products/i7s-i134081795.html"
"i7s mini Bluetooth Single earpod Headset for all mobile phone use",429587601,999,"Rs. 999","No Brand","EMILY DDH",0,0,"Punjab","https://static-01.daraz.pk/p/9bb0a67a7481546c6119c039def9da6f.jpg","https://www.daraz.pk/products/i7s-i429587601.html"
"I7S Bluetooth Wireless Earbuds Earphone Headsets Twins Stereo Earpiece air pods with Microphone For Android iPhone Earpods All Mobile Phones",134621400,899,"Rs. 899","No Brand","Top choic store",0,0,"Sindh","https://static-01.daraz.pk/p/6ca4f9bceccb18675bb1c8d9fdc0ad19.jpg","https://www.daraz.pk/products/i7s-bluetooth-wireless-earbuds-earphone-headsets-twins-stereo-earpiece-air-pods-with-microphone-for-android-iphone-earpods-all-mobile-phones-i134621400.html"
"i7s Bluetooth Wireless Earbuds Earphone Headsets Twins Stereo Earpiece with Microphone For Android  Earpods And All Other Smart Mobile Phones",219832961,299,"Rs. 299","No Brand","BiG SHOP (Lahore)",4.1,54,"Punjab","https://static-01.daraz.pk/p/4ffc79abdef4f74394ad291c708cce4b.jpg","https://www.daraz.pk/products/i7s-i219832961.html"
"New I7 SINGLE Bluetooth Wireless Earbuds Earphone Headsets Stereo Earpiece EarPods With Microphone For Earphone All Mobile Phones",831786014,426.55,"Rs. 427","OKS®","OkMall®",5,6,"Punjab","https://static-01.daraz.pk/p/f07628918f2da5f23caf2bc92c1bb238.jpg","https://www.daraz.pk/products/i7-i831786014.html"
"i7s Bluetooth Wireless Earbuds Earphone Headsets Twins Stereo Earpiece with Microphone For Android  Earpods And All Other Smart Mobile Phones",108146883,249,"Rs. 249","No Brand","BiG SHOP (Lahore)",4.1,514,"Punjab","https://static-01.daraz.pk/p/5afef1412f58f8408d9fc5fcdb571845.jpg","https://www.daraz.pk/products/i7s-i108146883.html"
"Amgras Future Pro 2 ENC Bluetooth Earphones | Transparent TWS 5.3 Wireless Earbuds | Noise Cancelling Stereo | Amgras Airpods Future Ⅱ Pro , Earpods for gaming, Airpods for mobile phone, Airpods amgras future 2 pro",545412875,1599,"Rs. 1,599","No Brand","Essentials & co.",0,10,"Punjab","https://static-01.daraz.pk/p/ebe9b798f51423a65d8f7ee4aafc5800.png","https://www.daraz.pk/products/amgras-future-pro-2-enc-bluetooth-earphones-transparent-tws-53-wireless-earbuds-noise-cancelling-stereo-amgras-airpods-future-pro-earpods-for-gaming-airpods-for-mobile-phone-airpods-amgras-future-2-pro-i545412875.html"
"Super Mini Earpods Invisible Ultra Bluetooth 4.0 Wireless Stereo Single Headset With Mic Universal Handsfree For All Mobile Phones",263549589,598,"Rs. 598","No Brand","EMILY CLASSIO",0,0,"Punjab","https://static-01.daraz.pk/p/d32ae1324f1b853a486e8ad9e7c48947.jpg","https://www.daraz.pk/products/40-i263549589.html"
"New I7 SINGLE Bluetooth Wireless Earbuds Earphone Headsets Stereo Earpiece EarPods With Microphone For Earphone All Mobile Phones",831792452,924,"Rs. 924","Oks Traders","Oks Traders®",0,0,"Punjab","https://static-01.daraz.pk/p/f07628918f2da5f23caf2bc92c1bb238.jpg","https://www.daraz.pk/products/i7-i831792452.html"
"Airpods i7s i12 Inpods Full Set TWS True Wireless Bluetooth Headset Earbuds i7 Single Earpod Earphone for Android and iOS Mobile Phone (Features i11 i15 i9s 1 2 3 Pro 4 5 6 Airdots)",780053996,1847.07,"Rs. 1,847","Oks Traders","Oks Traders®",0,0,"Punjab","https://static-01.daraz.pk/p/2bfe94a8fc823e0cbf9d1d67c6b05076.jpg","https://www.daraz.pk/products/i7s-i12-tws-i7-ios-i11-i15-i9s-1-2-3-4-5-6-i780053996.html"
"New I7 SINGLE Bluetooth Wireless Earbuds Earphone Headsets Stereo Earpiece EarPods With Microphone For Earphone All Mobile Phones",831565969,483.03,"Rs. 483","No Brand","HSB",0,0,"Punjab","https://static-01.daraz.pk/p/f07628918f2da5f23caf2bc92c1bb238.jpg","https://www.daraz.pk/products/i7-i831565969.html"
"Premium Quality i12 Airpods Pro Matte Inpods TWS True Bluetooth Headset Wireless Earbuds i7 Single Earpod for Android and iOS Mobile Phone (Features i7s i11 i15 Airdots Pro 4 5 6)",780118586,791.01,"Rs. 791","Oks Traders","Oks Traders®",5,8,"Punjab","https://static-01.daraz.pk/p/83cb41734ad6d786c9c2b4d64600cc3b.jpg","https://www.daraz.pk/products/premium-quality-i12-airpods-pro-matte-inpods-tws-true-bluetooth-headset-wireless-earbuds-i7-single-earpod-for-android-and-ios-mobile-phone-features-i7s-i11-i15-airdots-pro-4-5-6-i780118586.html"
"New I7 SINGLE Bluetooth Wireless Earbuds Earphone Headsets Stereo Earpiece EarPods With Microphone For Earphone All Mobile Phones",831560998,968,"Rs. 968","No Brand","TIWANA TEC",0,0,"Punjab","https://static-01.daraz.pk/p/f07628918f2da5f23caf2bc92c1bb238.jpg","https://www.daraz.pk/products/i7-i831560998.html"
"OKS® Premium Quality i12 Airpods Pro Matte Inpods TWS True Bluetooth Headset Wireless Earbuds i7 Single Earpod for Android and iOS Mobile Phone (Features i7s i11 i15 Airdots Pro 4 5 6)",781079075,759.05,"Rs. 759","OKS®","OkMall®",0,0,"Punjab","https://static-01.daraz.pk/p/83cb41734ad6d786c9c2b4d64600cc3b.jpg","https://www.daraz.pk/products/premium-quality-i12-airpods-pro-matte-inpods-tws-true-bluetooth-headset-wireless-earbuds-i7-single-earpod-for-android-and-ios-mobile-phone-features-i7s-i11-i15-airdots-pro-4-5-6-i781079075.html"
"OKS® Premium Quality i12 Airpods Pro Matte Inpods TWS True Bluetooth Headset Wireless Earbuds i7 Single Earpod for Android and iOS Mobile Phone (Features i7s i11 i15 Airdots Pro 4 5 6)",829199389,967.03,"Rs. 967","OKIE","OKIE",0,0,"Punjab","https://static-01.daraz.pk/p/83cb41734ad6d786c9c2b4d64600cc3b.jpg","https://www.daraz.pk/products/oks-i12-tws-i7-ios-i7s-i11-i15-4-5-6-i829199389.html"
"AST® Premium Quality i12 Airpods Pro Matte Inpods TWS True Bluetooth Headset Wireless Earbuds i7 Single Earpod for Android and iOS Mobile Phone (Features i7s i11 i15 Airdots Pro 4 5 6)",781106830,923.07,"Rs. 923","AST®","ak®",0,0,"Punjab","https://static-01.daraz.pk/p/83cb41734ad6d786c9c2b4d64600cc3b.jpg","https://www.daraz.pk/products/premium-quality-i12-airpods-pro-matte-inpods-tws-true-bluetooth-headset-wireless-earbuds-i7-single-earpod-for-android-and-ios-mobile-phone-features-i7s-i11-i15-airdots-pro-4-5-6-i781106830.html"
"Earpod Pro Fast Pair High Quality Sound Base for All Mobile Phones",467063230,1299,"Rs. 1,299","No Brand","Jahangir Collection Lahore ",0,0,"Punjab","https://pk-live-21.slatic.net/kf/S12afd408362846398e90c95211a3128fA.jpg","https://www.daraz.pk/products/earpod-pro-fast-pair-high-quality-sound-base-for-all-mobile-phones-i467063230.html"
"Earpod Pro Fast Pair High Quality Sound Base for All Mobile Phones",477967817,1100,"Rs. 1,100","No Brand","Online Shop5",5,0,"Punjab","https://static-01.daraz.pk/p/1c88c9198ff53bfb2f75b1d8fab604d2.jpg","https://www.daraz.pk/products/-i477967817.html"
"Earpod Pro Fast Pair High Quality Sound Base for All Mobile Phones",518792350,799,"Rs. 799","No Brand","Online Shop5",0,0,"Punjab","https://static-01.daraz.pk/p/661fa5bec7b9754debc9bd26c8cb450b.jpg","https://www.daraz.pk/products/-i518792350.html"
"Earpod Pro Fast Pair High Quality Sound Base for All Mobile Phones",463883407,4599,"Rs. 4,599","No Brand","Jahangir Collection Lahore ",0,0,"Punjab","https://pk-live-21.slatic.net/kf/S7028b3e6ba5f4068884c8d88e070f7199.jpg","https://www.daraz.pk/products/-i463883407.html"
"Earpod Pro Fast Pair High Quality Sound Base for All Mobile Phones",466939862,4000,"Rs. 4,000","No Brand","Jahangir Collection Lahore ",1,0,"Punjab","https://pk-live-21.slatic.net/kf/Sf367b87cebc1419cbd19a76d0eb3f4a8K.jpg","https://www.daraz.pk/products/-i466939862.html"
"Earpod Pro Fast Pair High Quality Sound Base for All Mobile Phone",497184042,999,"Rs. 999","No Brand","Android Master",4.83,0,,"https://static-01.daraz.pk/p/6cbd834a6bc020ae8c916c4a11156c03.jpg","https://www.daraz.pk/products/-i497184042.html"
