url,name,subcategory,numberOfReviews,Price,favorites,listedOn,seller_name,seller_url,seller_rating,seller_numberOfReviews,images,variations,highlights,relatedSearches
https://www.etsy.com/listing/2000010/jewelry-Bracelet-10,Jewelry Bracelet Item 10,Bracelet,38,111.74,249,2024-03-31,Seller10,https://etsy.com/shop/seller10,5.0,1261,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|bracelet
https://www.etsy.com/listing/2000011/jewelry-Earrings-11,Jewelry Earrings Item 11,Earrings,251,141.77,389,2023-10-25,Seller11,https://etsy.com/shop/seller11,4.6,854,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|earrings
https://www.etsy.com/listing/2000012/jewelry-Bracelet-12,Jewelry Bracelet Item 12,Bracelet,458,81.77,791,2023-08-18,Seller12,https://etsy.com/shop/seller12,4.7,1192,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|bracelet
https://www.etsy.com/listing/2000013/jewelry-Earrings-13,Jewelry Earrings Item 13,Earrings,461,26.14,917,2023-02-16,Seller13,https://etsy.com/shop/seller13,4.8,1705,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|earrings
https://www.etsy.com/listing/2000014/jewelry-Bracelet-14,Jewelry Bracelet Item 14,Bracelet,357,11.35,914,2023-01-20,Seller14,https://etsy.com/shop/seller14,4.6,1210,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|bracelet
https://www.etsy.com/listing/2000015/jewelry-Earrings-15,Jewelry Earrings Item 15,Earrings,305,105.66,141,2023-01-08,Seller15,https://etsy.com/shop/seller15,4.5,1991,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|earrings
https://www.etsy.com/listing/2000016/jewelry-Bracelet-16,Jewelry Bracelet Item 16,Bracelet,444,75.73,563,2023-08-11,Seller16,https://etsy.com/shop/seller16,4.5,914,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|bracelet
https://www.etsy.com/listing/2000017/jewelry-Earrings-17,Jewelry Earrings Item 17,Earrings,293,36.47,77,2023-02-26,Seller17,https://etsy.com/shop/seller17,4.6,314,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|earrings
https://www.etsy.com/listing/2000018/jewelry-Necklace-18,Jewelry Necklace Item 18,Necklace,44,129.0,208,2023-09-29,Seller18,https://etsy.com/shop/seller18,4.9,1838,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|necklace
https://www.etsy.com/listing/2000019/jewelry-Necklace-19,Jewelry Necklace Item 19,Necklace,304,16.79,977,2023-02-27,Seller19,https://etsy.com/shop/seller19,4.8,1034,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|necklace
https://www.etsy.com/listing/2000020/jewelry-Ring-20,Jewelry Ring Item 20,Ring,401,44.81,864,2023-05-11,Seller20,https://etsy.com/shop/seller20,4.7,1179,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|ring
https://www.etsy.com/listing/2000021/jewelry-Ring-21,Jewelry Ring Item 21,Ring,302,38.58,319,2023-10-23,Seller21,https://etsy.com/shop/seller21,4.8,817,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|ring
https://www.etsy.com/listing/2000022/jewelry-Earrings-22,Jewelry Earrings Item 22,Earrings,367,82.65,514,2023-07-01,Seller22,https://etsy.com/shop/seller22,4.8,1599,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|earrings
https://www.etsy.com/listing/2000023/jewelry-Ring-23,Jewelry Ring Item 23,Ring,249,132.73,372,2023-05-06,Seller23,https://etsy.com/shop/seller23,4.7,670,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|ring
https://www.etsy.com/listing/2000024/jewelry-Necklace-24,Jewelry Necklace Item 24,Necklace,479,31.43,625,2024-02-06,Seller24,https://etsy.com/shop/seller24,4.9,234,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|necklace
https://www.etsy.com/listing/2000025/jewelry-Ring-25,Jewelry Ring Item 25,Ring,481,26.83,983,2024-03-07,Seller25,https://etsy.com/shop/seller25,4.8,1856,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|ring
https://www.etsy.com/listing/2000026/jewelry-Ring-26,Jewelry Ring Item 26,Ring,280,72.69,464,2023-02-13,Seller26,https://etsy.com/shop/seller26,4.9,554,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|ring
https://www.etsy.com/listing/2000027/jewelry-Necklace-27,Jewelry Necklace Item 27,Necklace,90,99.05,203,2023-06-09,Seller27,https://etsy.com/shop/seller27,4.7,807,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|necklace
https://www.etsy.com/listing/2000028/jewelry-Necklace-28,Jewelry Necklace Item 28,Necklace,388,112.78,985,2023-12-06,Seller28,https://etsy.com/shop/seller28,5.0,988,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|necklace
https://www.etsy.com/listing/2000029/jewelry-Earrings-29,Jewelry Earrings Item 29,Earrings,270,47.95,344,2023-04-21,Seller29,https://etsy.com/shop/seller29,4.9,1640,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|earrings
https://www.etsy.com/listing/2000030/jewelry-Earrings-30,Jewelry Earrings Item 30,Earrings,481,108.42,766,2023-11-18,Seller30,https://etsy.com/shop/seller30,4.7,1281,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|earrings
https://www.etsy.com/listing/2000031/jewelry-Ring-31,Jewelry Ring Item 31,Ring,172,94.13,627,2023-07-08,Seller31,https://etsy.com/shop/seller31,4.6,615,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|ring
https://www.etsy.com/listing/2000032/jewelry-Earrings-32,Jewelry Earrings Item 32,Earrings,64,41.95,626,2023-02-14,Seller32,https://etsy.com/shop/seller32,5.0,394,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|earrings
https://www.etsy.com/listing/2000033/jewelry-Necklace-33,Jewelry Necklace Item 33,Necklace,459,51.58,439,2023-05-20,Seller33,https://etsy.com/shop/seller33,4.9,1046,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|necklace
https://www.etsy.com/listing/2000034/jewelry-Bracelet-34,Jewelry Bracelet Item 34,Bracelet,222,64.51,133,2023-10-20,Seller34,https://etsy.com/shop/seller34,5.0,1645,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|bracelet
https://www.etsy.com/listing/2000035/jewelry-Earrings-35,Jewelry Earrings Item 35,Earrings,94,105.5,451,2023-10-26,Seller35,https://etsy.com/shop/seller35,4.8,489,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|earrings
https://www.etsy.com/listing/2000036/jewelry-Necklace-36,Jewelry Necklace Item 36,Necklace,332,85.75,436,2024-03-17,Seller36,https://etsy.com/shop/seller36,4.9,839,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|necklace
https://www.etsy.com/listing/2000037/jewelry-Bracelet-37,Jewelry Bracelet Item 37,Bracelet,274,88.49,226,2023-06-02,Seller37,https://etsy.com/shop/seller37,5.0,1777,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|bracelet
https://www.etsy.com/listing/2000038/jewelry-Necklace-38,Jewelry Necklace Item 38,Necklace,85,92.86,931,2023-01-03,Seller38,https://etsy.com/shop/seller38,4.8,523,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|necklace
https://www.etsy.com/listing/2000039/jewelry-Earrings-39,Jewelry Earrings Item 39,Earrings,160,61.51,319,2023-08-21,Seller39,https://etsy.com/shop/seller39,4.6,123,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,jewelry|earrings
