"name","itemId","price","currentPrice","brandName","sellerName","ratingScore","itemSold","location","image","itemUrl"
"Universal Rechargeable Mini LED Photography Light for Video Shooting Selfie Light with Clip Dimmable Light with Compatible for Camera Mobile Phone Computer Tripod",518289506,1250,"Rs. 1,250","No Brand","Mega Super Mart",4.69,835,"Punjab","https://static-01.daraz.pk/p/2b2e8a6fd259b6049fa1fc9353db9819.jpg","https://www.daraz.pk/products/universal-rechargeable-mini-led-photography-light-for-video-shooting-selfie-light-with-clip-dimmable-light-with-compatible-for-camera-mobile-phone-computer-tripod-i518289506.html"
"【Professional】 Bingle G51 Gaming Headphones Rgb with Mic for PC, Pubg Mobile, PS4, Laptop - 360 Surround Sound  Super Bass Vibration Over the Ear Wired Head Phones Headset for Gaming with Noise Cancelling Micophone - By FunBug",445202673,2892,"Rs. 2,892","FUNBUG","FunBug",4.56,4,"Punjab","https://pk-live-21.slatic.net/kf/Sc5c0585cde524063915fe250d2de7febG.png","https://www.daraz.pk/products/51-4-360-i445202673.html"
"Mobile Phone Radiator Cooling Fan for Gaming PUBG FreeFire Universal Portable Game Cooler with Adjustable Speed and Whisper-Quiet Operation",470807819,599,"Rs. 599","No Brand","Iqra Super Mart",3.56,1,"Punjab","https://static-01.daraz.pk/p/3e9c59c2a439413b99decede41fc5564.jpg","https://www.daraz.pk/products/mobile-phone-radiator-cooling-fan-for-gaming-pubg-freefire-universal-portable-game-cooler-with-adjustable-speed-and-whisper-quiet-operation-i470807819.html"
"(AL01 Clip) (AL06 Magnetic) RGB Light Mobile Cooling Phone Radiator Game Cooler System Cooling Fan For PUBG FREEFIRE Gamepad Trigger Accessories Gaming Case Heat Sink Gaming Fan Portable Mobile Phone Semiconductor Cooling Fan For Gaming Phone Cooler",449515905,999,"Rs. 999","No Brand","Amazia",4.91,222,"Sindh","https://static-01.daraz.pk/p/06ad5cdb623b9e4398ec5477100ff3ce.jpg","https://www.daraz.pk/products/al01-clip-al06-magnetic-rgb-light-mobile-cooling-phone-radiator-game-cooler-system-cooling-fan-for-pubg-freefire-gamepad-trigger-accessories-gaming-case-heat-sink-gaming-fan-portable-mobile-phone-semiconductor-cooling-fan-for-gaming-phone-cooler-i449515905.html"
"3.5 Feet Tripod Stand for Mobile Phones and Cameras with Mobile Phone Holder – Adjustable and Portable Tripod Stand – Mobile and DSLR Stand for Live Stream, Tiktok and Vlogging – Universal Tripod Stand – Silver – Model 3110 – with Box and Bag",436118777,931,"Rs. 931","RIVA","RIVA",4.2,2,"Sindh","https://static-01.daraz.pk/p/ca59bbef3ece7b30a2d1e359c9d7dc43.jpg","https://www.daraz.pk/products/35-feet-tripod-stand-for-mobile-phones-and-cameras-with-mobile-phone-holder-adjustable-and-portable-tripod-stand-mobile-and-dslr-stand-for-live-stream-tiktok-and-vlogging-universal-tripod-stand-silver-model-3110-with-box-and-bag-i436118777.html"
"Universal 360° Rearview Mirror Phone Holder | Long Arm Car Mount | Adjustable Clamp | Rotating Mobile Holder for All Smartphones",758668569,649,"Rs. 649","No Brand","Ropa Mall",5,108,"Sindh","https://static-01.daraz.pk/p/24b360032ce8d29b573f8b7706ac0a48.jpg","https://www.daraz.pk/products/universal-360-rearview-mirror-phone-holder-long-arm-car-mount-adjustable-clamp-rotating-mobile-holder-for-all-smartphones-i758668569.html"
"26cm Selfie LED Ring Light with Mobile Phone Holder | 3 Color Modes | USB Powered | Ideal for Videos, Photography, TikTok, YouTube | Dimmable & Portable",604101212,597,"Rs. 597","No Brand","ECIFY",5,114,"Sindh","https://static-01.daraz.pk/p/bb59f90be9c49b505a32f14193aa7645.jpg","https://www.daraz.pk/products/26cm-selfie-led-ring-light-with-mobile-phone-holder-3-color-modes-usb-powered-ideal-for-videos-photography-tiktok-youtube-dimmable-portable-i604101212.html"
"Mobile Phone Screen Magnifier 10 Inch 3D Display with Eyes Protection for All Smartphones, Adjustable Stand, ABS Acrylic Material",273707936,465.79,"Rs. 466","No Brand","Modern World Products",4.3,8,"Sindh","https://static-01.daraz.pk/p/02b8b85671c61a1c2608aa5313fda64c.jpg","https://www.daraz.pk/products/mobile-phone-screen-magnifier-10-inch-3d-display-with-eyes-protection-for-all-smartphones-adjustable-stand-abs-acrylic-material-i273707936.html"
"Tiktok, sketch and Art drawing, and YouTube videos creator Compatible Compact Lightweight Mobile Smart Phone Tripod Stand - Black",523970530,388.83,"Rs. 389","No Brand","Nadaan Mall",4.76,261,"Sindh","https://static-01.daraz.pk/p/80b6eb1b048f73739312b36504fd0d0c.png","https://www.daraz.pk/products/tiktok-sketch-and-art-drawing-and-youtube-videos-creator-compatible-compact-lightweight-mobile-smart-phone-tripod-stand-black-i523970530.html"
"Adhesive silicon phone suction holder pads mobile phone back cover suction popet holders anti-slip single sided wall mounted phone suction cup holders phone back cover suction holding stickers",878416278,149,"Rs. 149","No Brand","Artlix",4.7,3,"Sindh","https://static-01.daraz.pk/p/47ad684b5561c9a56c6d21389fff0d9f.png","https://www.daraz.pk/products/-i878416278.html"
"Double Side Silicone Suction Pad Phone Holder Self -  Adhesive Rubber Suction Holder Silicon Square Phone Case Silicon Pad For Phone - Compatible With All Mobiles & Tablets",659674491,105,"Rs. 105","No Brand","ZenXx",4.41,10,"Sindh","https://static-01.daraz.pk/p/d49e93657dd4dcd6303a52440f622644.png","https://www.daraz.pk/products/-i659674491.html"
"Vlogging Kit Accessories for Mobile Phone DSLR Camera Video Recording with Tripod Shoot Mic 360 LED Remote Selfie Light for Live Streaming",576781481,999,"Rs. 999","No Brand","SK Gadgets Store",4.8,287,"Sindh","https://static-01.daraz.pk/p/26e7c766a8568dc729f45c3100dd1b85.jpg","https://www.daraz.pk/products/dslr-360-led-i576781481.html"
"Best 2 In 1 Stylus Pen For Mobile Phone Tablet Drawing Capacitive Pencil Universal Touch Screen Pen for  Android Tablet Best Stylus pen for IOS Android and Windows Global Gadgets",932557797,359,"Rs. 359","No Brand","Global Gadgets Store",4.89,182,"Punjab","https://pk-live-21.slatic.net/kf/S72a6e9eac1af46989a4bc7fe2bc284d4Z.jpg","https://www.daraz.pk/products/2-1-i932557797.html"
"3.5 Feet Tripod Stand for Mobile Phones and Cameras",523437808,927.07,"Rs. 927","No Brand","Nadaan Mall",4.62,1,"Sindh","https://static-01.daraz.pk/p/4ff825e31cb5823ebc8dc22ffaf0aaa0.jpg","https://www.daraz.pk/products/35-feet-tripod-stand-for-mobile-phones-and-cameras-i523437808.html"
"Free PUBG thumb with connectorLighthing  to 3.5mm 2 in 1 Earphone Audio Adapter without bluetooth compatible For Phone Charger Cable Mobile Phone Aux Dual Jack Splitter Headphone & Fast Charging Connector Converter",516295403,547,"Rs. 547","No Brand","Gadgets tec",4.63,478,"Punjab","https://pk-live-21.slatic.net/kf/Sb3ec355d85324f688d057051a65de748k.jpg","https://www.daraz.pk/products/pubg-35-2-1-i516295403.html"
"2 In 1 Stylish Universal Practical Dual-use Capacitive Tablet Stylus Pen Exquisite Double-headed Silicone Disc Drawing Tablet Phone Capacitor Pen - The Quality Club",913297596,317.72,"Rs. 318","No Brand","The Quality Club",4.61,435,"Punjab","https://pk-live-21.slatic.net/kf/S1ff28fd95cfd40ada72cc63ce3ee604bh.png","https://www.daraz.pk/products/1-2-i913297596.html"
"W11+  video gaming pad | PUBG Mobile Game Controller | free fire game Controller |  Aim Shooting Trigger Handle,  all smart phone video game Controller best for free fire, call of duty, pub-G mobile",883835520,289,"Rs. 289","No Brand","Accessories Island 2.0",4.32,179,"Sindh","https://static-01.daraz.pk/p/c3207b17fc45aec800bc5033d142794d.jpg","https://www.daraz.pk/products/w11-i883835520.html"
"3 in 1 Universal Charging Cable | Multi USB Cord for Type C & Micro USB And Lightning Cable | Durable Charging Wire 100% Pure Copper Wire Heavy Duty Quick Charge Data Cable for All Smart Phones & Tablets",449881150,342,"Rs. 342","No Brand","Al Madina Store.pk",4.65,3,"Punjab","https://static-01.daraz.pk/p/1bc3ae88bd3db75730088af1d5a07060.png","https://www.daraz.pk/products/3-1-100-i449881150.html"
"Floral 3D Phone Case with Gem Camera Lens for 11 / 11 Pro / 11 Pro Max / 12 Pro / 12 Pro Max / 13 Pro Max / 14 Pro Max / 15 / 15 Pro / 15 Pro Max / 16 / 16 Plus / 16 Pro / 16 Pro Max",582830571,271.57,"Rs. 272","No Brand","Memon Tech ( KARACHI )",4.38,327,"Sindh","https://static-01.daraz.pk/p/5578620fc65451967fea7385e9b3dc6a.jpg","https://www.daraz.pk/products/1111-11-12-12-13-14-1515-15-1616-16-16-i582830571.html"
"SYNDEE MAGSAFE PHONE CASE",919273237,719,"Rs. 719","No Brand","CASEOHOLIC",4.58,173,"Sindh","https://static-01.daraz.pk/p/6cd79670742720c2852698956f1b91ae.jpg","https://www.daraz.pk/products/syndee-magsafe-phone-case-i919273237.html"
"GETIHU Gravity Car Phone Holder Air Vent Mount for All Smartphones",589304705,349,"Rs. 349","No Brand","RH Collections 27",4.29,1,"Punjab","https://static-01.daraz.pk/p/889df95bb6487751f23823f838c47a38.jpg","https://www.daraz.pk/products/getihu-gravity-car-phone-holder-air-vent-mount-for-all-smartphones-i589304705.html"
"26CM/36CM/45CM Selfie LED Ring Light with 7ft Tripod Stand Mobile Phone Holder 3 Modes RingLight 7 Feet Tripod Stand Light Vlogging Light Mobile Phone Photography Light",352607553,1349,"Rs. 1,349","No Brand","RK Mall",4.71,239,"Sindh","https://static-01.daraz.pk/p/2e96f6b3484e15c4a051acb617b64a0c.jpg","https://www.daraz.pk/products/26-led-7-26-7-3-7-i352607553.html"
"Portable Lightweight Mobile Smart Phone Tripod for TikTok and YouTube - Black: Enhance Your Content Creation with Stability and Style",489265414,398.11,"Rs. 398","No Brand","SHAH ELECTZONE",4.62,318,"Sindh","https://pk-live-21.slatic.net/kf/Sabc4229cc9b441afa7882968886b1c6bm.jpg","https://www.daraz.pk/products/-i489265414.html"
"X52 Universal Rechargeable Battery Wireless Mobile Cooling Fan With Three Speed Modes Heat Sink Radiator Game Silent Cooler System | Adjustable Portable Turbo Hurricane Phone Gamepad Holder | For Gaming PUBG, Free Fire",594658717,1299,"Rs. 1,299","Amazia Accessories","Amazia Accessories",4.74,162,"Sindh","https://static-01.daraz.pk/p/69202763363f5f6cc463ccee6c554d54.png","https://www.daraz.pk/products/x52-universal-rechargeable-battery-wireless-mobile-cooling-fan-with-three-speed-modes-heat-sink-radiator-game-silent-cooler-system-adjustable-portable-turbo-hurricane-phone-gamepad-holder-for-gaming-pubg-free-fire-i594658717.html"
"Tiktok, sketch and Art drawing, and YouTube videos creator Compatible Compact Lightweight Mobile Smart Phone Tripod Stand - Black",597783927,399,"Rs. 399","No Brand","Login Mall",5,104,"Sindh","https://pk-live-21.slatic.net/kf/Scf265c3d27f048d394b1e2d7718a7f42V.jpg","https://www.daraz.pk/products/-i597783927.html"
"Samsung 25W with original cable Usb Type C Fast Charger Pd Wall Power Adapter Samsung 25W Fast Charger with Type C to Type C Cable Pd Charger For all Mobile Phone",928813087,633,"Rs. 633","Samsung Local Seller","USA Accessories Store ",4.71,43,"Sindh","https://pk-live-21.slatic.net/kf/S3838eaaad27b42308bbc51af085298e5I.jpg","https://www.daraz.pk/products/25-25-i928813087.html"
"Silicon Suction Pad Phone Holder | Self-Adhesive Rubber Suction Mobile Holder | Silicone Suction Phone Case | Sticky Phone Grip Mount with 24 Suction Cups | Anti-Slip Suction Phone Case Mount for Shower, Mirror | Silicone Mobile Stand for All Phones",822274545,109,"Rs. 109","No Brand","Shaheen Traders",4.84,886,"Sindh","https://static-01.daraz.pk/p/12e83099b133b24a35ae1239377666c5.jpg","https://www.daraz.pk/products/21-24-i822274545.html"
"Silicone Suction Pad Phone Holder Self-Adhesive Double Side Rubber Mat | Adhesive Rubber Suction Holder Silicon Square Silicon Pad For mobile phone",924553814,96,"Rs. 96","No Brand","Betechee",4.8,506,"Sindh","https://static-01.daraz.pk/p/c16c9f871da2840734eac76d02fe3e2f.jpg","https://www.daraz.pk/products/-i924553814.html"
"Universal Flexible Mobile Stand Holder Adjustable Phone Clip with Long Flexible Arm for Desk, Bed, Dashboard, and More",436339771,275,"Rs. 275","No Brand","Shaka Store",4.41,600,"Sindh","https://static-01.daraz.pk/p/ff0dc0c8655058f41b0bde4ef4515342.jpg","https://www.daraz.pk/products/-i436339771.html"
"26cm Ring Light With Mobile Holder With 7Feet Tripod Stand in Three Different Mode Light 26CM/36CM Selfie LED Ring Light with 7ft Tripod Stand Mobile Phone Holder 26 CM ringlight 7 feet tripod stand 3 Modes RingLight Vlogging Light Mobile Phone Photograph",210636792,742,"Rs. 742","No Brand","Elegant Home",4.6,22,"Sindh","https://static-01.daraz.pk/p/3952f971ec09bfc3e7131eb6162d5135.png","https://www.daraz.pk/products/26-7-26-36-led-7-26-7-3-i210636792.html"
"Gorilla Tripod Stand, Large Gorilla Pod, Professional Tripod Stand for Mobile Phones and Camera, Portable and Adjustable Octopus Tripod, Foldable Flexible Camera Mobile Stand, Gorilla Octopus Tripod Large Size with Mobile Holder – LARGE Size - XL Size",268733902,878,"Rs. 878","RIVA","RIVA",4.39,3,"Sindh","https://static-01.daraz.pk/p/28d71643927240b81b881be704d690f4.jpg","https://www.daraz.pk/products/gorilla-tripod-stand-large-gorilla-pod-professional-tripod-stand-for-mobile-phones-and-camera-portable-and-adjustable-octopus-tripod-foldable-flexible-camera-mobile-standgorilla-octopus-tripod-large-size-with-mobile-holder-large-size-xl-size-i268733902.html"
"26CM Selfie LED Ring Light 7 Feet Tripod Stand & Mobile Phone Holder 26 CM ring light with Best Quality 7ft Aluminum tripod Stand for videos Photography Tiktok Light youtube Light 26cm Ringlight 7feet Tripod Stand",357288660,744,"Rs. 744","No Brand","Elegant Home",4.54,30,"Sindh","https://static-01.daraz.pk/p/a5d0d906eb8362799844456ad3809422.png","https://www.daraz.pk/products/26-led-7-26-7-26-7-i357288660.html"
"HOLA  Tiktok Videos 7 Feet Aluminum Tripod Stand With Mobile Phone Holder For DSLR and Ring Light - Black It Only Takes landscape Picture Videos if you want to rotate please order ball head with it",194542227,741,"Rs. 741","Hola","Hola",4.67,2,"Sindh","https://static-01.daraz.pk/p/9cc9419a23c21a326cda0009fbfe4745.png","https://www.daraz.pk/products/hola-tiktok-videos-7-feet-aluminum-tripod-stand-with-mobile-phone-holder-for-dslr-and-ring-light-black-it-only-takes-landscape-picture-videos-if-you-want-to-rotate-please-order-ball-head-with-it-i194542227.html"
"Saamsng_45W Super Fast Charger With Type-C to Type-C Cable | PD Charger For all Mobile Phones and Saamsung phones",471466994,1397.67,"Rs. 1,398","No Brand","XcessorEasy",4.44,318,"Sindh","https://static-01.daraz.pk/p/e46486999b319a0646b35df9fdfbc777.png","https://www.daraz.pk/products/samsung_45w-pd-i471466994.html"
"3110 Tripod Stand for Mobile Phones & Camera 360 Adjustable Tripod Stand Holder for DSLR Android IOS Best Stand for Video Maker Portable Scalable Pan Head Tripod Mount Bracket Holder Foldable Tripod Stand for Camcorders",436341722,752,"Rs. 752","No Brand","Android City",4.62,111,"Sindh","https://static-01.daraz.pk/p/3bf4f2291ed1c2aa8933b0575a33cb72.jpg","https://www.daraz.pk/products/3110-dslr-ios-i436341722.html"
"1/4 Fancy Universal Screw Hole Mobile Phone Clip Bracket Holder for Smartphone",272858946,115,"Rs. 115","No Brand","Shaka Store",4.72,2,"Sindh","https://static-01.daraz.pk/p/b430ac778521bc24e7986ac0a2d868b0.jpg","https://www.daraz.pk/products/14-i272858946.html"
"YT 228 Mini Tripod For Mobile Phones & Camera With Mobile Clip",218198477,249,"Rs. 249","No Brand","shopify hub",4.4,129,"Punjab","https://static-01.daraz.pk/p/fa2b1304bf79430fe9e5216c7af7e4dd.jpg","https://www.daraz.pk/products/yt-228-i218198477.html"
"Premium Wild Pearl Cheetah Cass – Stylish Glossy Back Cover for iPh (iPh 11/12/13/14/15/16/17 | Pro, Pro Max) & Samsung S24 Ultra / S25 Ultra",912801791,699,"Rs. 699","No Brand","Premium phone cases",4.95,565,"Sindh","https://static-01.daraz.pk/p/2bcba20433aaf4f3c50f9c2f04386081.jpg","https://www.daraz.pk/products/11121314151617-24-25-i912801791.html"
"Portable Lightweight Mobile Smart Phone Tripod for Tiktok and YouTube",436469074,370.27,"Rs. 370","No Brand","TanveerTrader",4.54,1,"Khyber Pakhtunkhwa","https://static-01.daraz.pk/p/58f4ba9480a4c0225f8d68546e21d844.jpg","https://www.daraz.pk/products/-i436469074.html"
"4 IN 1 R1S Selfie Stick Bluetooth Remote Desktop Stand Portable Stretchable Holder Anti-Shake Stabilizer Mobile Holder Handle Retractable Portable Multi-functional Cellphone Grip Holder Tripod Stand for Mobile Phone Self-Timer With LED Light",388287487,799,"Rs. 799","No Brand","Carefone",4.59,1,"Sindh","https://static-01.daraz.pk/p/1ebafee458674abca643ad7c557624bb.jpg","https://www.daraz.pk/products/1-4-r1s-led-i388287487.html"
"Aesthetic Laptop & Mobile Sticker Pack – 15/20/24 PC Decorative Art Stickers for Laptop, Phone, Diary & Accessories – Creative Aesthetic Decals",389651308,202.31,"Rs. 202","No Brand","Fashion Life",4.63,1,"Sindh","https://static-01.daraz.pk/p/75ac3e68e386763e890a10f0f5751939.jpg","https://www.daraz.pk/products/aesthetic-laptop-mobile-sticker-pack-152024-pc-decorative-art-stickers-for-laptop-phone-diary-accessories-creative-aesthetic-decals-i389651308.html"
"New Adjustable Mobile Phone Holder Stand for Desk, Multi-Position Mount for Live Streaming & TV Watching, Universal Clip Mount, Heavy-Duty Design",454481463,169,"Rs. 169","No Brand","Azir Shopping",4.88,336,"Sindh","https://static-01.daraz.pk/p/1e8e391e3317dfba74e971ed95f93519.jpg","https://www.daraz.pk/products/-i454481463.html"
"Universal Flexible Mobile Snake Stand Adjustable Phone Holder",424592363,270,"Rs. 270","No Brand","Datari Traders",4.28,507,"Sindh","https://static-01.daraz.pk/p/3220868bcf67140f8acf60c3b35ece95.jpg","https://www.daraz.pk/products/-i424592363.html"
"Lazy Bendable Flexible Hang Neck Phone Holder 360 Degree Rotation Mobile Stand -Black",316493668,699,"Rs. 699","No Brand","Carefone",4.3,1,"Sindh","https://static-01.daraz.pk/p/e0dbe2ee32b3fb9183f91b9e3b089fd4.jpg","https://www.daraz.pk/products/360-i316493668.html"
"26CM/36CM Selfie LED Ring Light with 7ft Tripod Stand Mobile Phone Holder 26 CM ringlight 7 feet tripod stand 3 Modes RingLight Vlogging Light Mobile Phone Photography Light - JM Jadoon",138704171,1397,"Rs. 1,397","Jm Jadoon","Jm Jadoon",4.71,17,"Sindh","https://static-01.daraz.pk/p/66a2beecdca9510c00ca84936bfc28a6.png","https://www.daraz.pk/products/26cm36cm-7-26-7-3-i138704171.html"
"Premium Glitter Bow Pearl Case – Sparkling Shockproof girls fancy Back Cover for iPhon X/Xs, 11, 11 Pro, 11 Pro, 12, 13, 13 Pro, 13 Pro Max, 14, 14 Pro, 14 Pro, 15, 15 Pro, 15 Pro 16, 16 Pro, 16 Pro Max & Samsung Note 20 Ultra, S24 Ultra, S25 Ultra, A55",924445907,699,"Rs. 699","No Brand","Premium phone cases",5,384,"Sindh","https://static-01.daraz.pk/p/3a2727730ebd6c4872fedca05ff46321.jpg","https://www.daraz.pk/products/11-11-11-12-13-13-13-14-14-14-15-15-15-16-16-16-20-24-25-i924445907.html"
"Customize Mobile cases/Cover",890311266,849,"Rs. 849","No Brand","Ak Fashion.pk",4.9,117,"Sindh","https://pk-live-21.slatic.net/kf/Sa45c1b08eead421383b63a71a06e7e0e6.jpg","https://www.daraz.pk/products/customize-phone-casescover-i890311266.html"
"Tecno Original Charger With Original Tecno ,Micro usb Cable Gives Super Fast Charging Experience To All Tecno Mobile Phones",431511048,476.37,"Rs. 476","No Brand","E ACCESSORIES STORE.",4.41,487,"Punjab","https://static-01.daraz.pk/p/5d0611dcb8d4e276454fc1030af5beea.jpg","https://www.daraz.pk/products/tecno-original-charger-with-original-tecno-cable-gives-super-fast-charging-experience-to-all-tecno-mobile-phones-i431511048.html"
"MagSafe Crystal Clear Case for IPH 6/7/8/X/11/12/13/14/15/16 Pro Max | Compatible with SE, Plus, Mini, Pro Models | Anti-Yellow Acrylic Back | Shockproof | Magnetic Shield | Precise Cutouts",825999850,179,"Rs. 179","No Brand","Techoye",4.55,783,"Sindh","https://static-01.daraz.pk/p/3d9e45d1670aa0439db257be77cf1094.jpg","https://www.daraz.pk/products/678x111213141516-se-i825999850.html"
"L6 12 Inch Mobile Phone Screen Magnifier with Audio Amplifier, HD Enlarge, Anti-Blue Light, Rechargeable Battery",357201393,375,"Rs. 375","No Brand","Friends solution",4.53,1,"Sindh","https://pk-live-21.slatic.net/kf/Sad8937c5aa784c4fa89b77fbeb4af357T.jpg","https://www.daraz.pk/products/l6-12-inch-mobile-phone-screen-magnifier-with-audio-amplifier-hd-enlarge-anti-blue-light-rechargeable-battery-i357201393.html"
"(STAND IS NOT INCLUDED) HOLA 26 CM 3 Modes Dimmable Ring Light  Fill Light With Mobile holder live streaming 26CM Light",156368294,638,"Rs. 638","Hola","Hola",4.62,1,"Sindh","https://static-01.daraz.pk/p/e8d26976da999480bc0950aaf3c0d127.jpg","https://www.daraz.pk/products/hola-26-cm-3-modes-dimmable-ring-light-fill-light-with-mobile-holder-live-streaming-26cm-light-i156368294.html"
"Luxury Leather Case With Camera Lens Protection Technology For 17 16 15 14 13 12 11 Pro Max, Xs Max, Xs X Back Cover,  Original Leather Case, Desert Titanium, Black Titanium, Natural Titanium.  Soft Case. Mobile Case Cover. Cover For Women Boys Girls",829842191,322.82,"Rs. 323","No Brand","iPhone Case Master’s ",4.84,626,"Punjab","https://pk-live-21.slatic.net/kf/Sa9f856bba59740c58a49379ecfa46457T.jpg","https://www.daraz.pk/products/17-16-15-14-13-12-11-i829842191.html"
"4 in 1 Wireless Selfie Stick & Tripod With Light - 100cm / 170cm With & Without Light - Tripod, Selfie Stick, Selfie Light, Bluetooth Shutter - Foldable & Portable For All Mobile Phones With Detachable Charging Cable - Black & Pink",468532863,999,"Rs. 999","No Brand","Gizmo SM Enterprise",4.55,5,"Punjab","https://static-01.daraz.pk/p/aaca30d4cb25ea2fc1917d4deb3b38b0.jpg","https://www.daraz.pk/products/1-4-100-170-i468532863.html"
"Customize Your Photo Or Your Design On Your Mobile Case",113244011,554,"Rs. 554","ARIS PRINT","ARIS PRINT",4.48,803,"Punjab","https://static-01.daraz.pk/p/37b6a1772464ead523b3ce7cc0fae881.jpg","https://www.daraz.pk/products/-i113244011.html"
"Retractable Mobile Phone Stand Adjustable Desk Holder with Anti Slip Base",222118977,375,"Rs. 375","No Brand","Multi Mobile Wholeseller (Lahore)",4.11,4,"Punjab","https://static-01.daraz.pk/p/09ee5f499a219d9c41db8b12c9f32412.jpg","https://www.daraz.pk/products/retractable-i222118977.html"
"Waterproof Mobile Cover Case for All IOS and Android - Water Proof Pouch Bag Mobile Phone Protector",334085828,183.67,"Rs. 184","No Brand","Haris Traders Pk",4.56,522,"Sindh","https://static-01.daraz.pk/p/84ea631a73837764dff801e0200fd9f8.jpg","https://www.daraz.pk/products/ios-i334085828.html"
"Google Pixel All Models 10 pro xl/9 pro xl/9 pro/9/8 pro/8/7 pro/7/6 pro/6 High Quality Tpu Transparent 1.5 mm case/Back Cover",568204029,160,"Rs. 160","No Brand","Zain's Accessories",4.81,271,"Punjab","https://pk-live-21.slatic.net/kf/Se894eadce92b490cb1aac735766b20504.jpg","https://www.daraz.pk/products/10-9-9-98-87-76-6-15-i568204029.html"
