url,name,subcategory,numberOfReviews,Price,favorites,listedOn,seller_name,seller_url,seller_rating,seller_numberOfReviews,images,variations,highlights,relatedSearches
https://www.etsy.com/listing/6000010/accessories-Wallet-10,Accessories Wallet Item 10,Wallet,233,23.94,574,2023-01-07,Seller10,https://etsy.com/shop/seller10,4.8,1593,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|wallet
https://www.etsy.com/listing/6000011/accessories-Wallet-11,Accessories Wallet Item 11,Wallet,219,67.82,418,2024-01-02,Seller11,https://etsy.com/shop/seller11,4.7,405,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|wallet
https://www.etsy.com/listing/6000012/accessories-Belt-12,Accessories Belt Item 12,Belt,12,22.75,487,2023-07-23,Seller12,https://etsy.com/shop/seller12,5.0,1746,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|belt
https://www.etsy.com/listing/6000013/accessories-Sunglasses-13,Accessories Sunglasses Item 13,Sunglasses,424,118.51,113,2023-05-07,Seller13,https://etsy.com/shop/seller13,4.6,1597,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|sunglasses
https://www.etsy.com/listing/6000014/accessories-Hat-14,Accessories Hat Item 14,Hat,31,88.37,663,2023-08-14,Seller14,https://etsy.com/shop/seller14,4.8,702,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|hat
https://www.etsy.com/listing/6000015/accessories-Sunglasses-15,Accessories Sunglasses Item 15,Sunglasses,116,145.9,160,2023-04-13,Seller15,https://etsy.com/shop/seller15,4.7,1739,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|sunglasses
https://www.etsy.com/listing/6000016/accessories-Wallet-16,Accessories Wallet Item 16,Wallet,404,27.06,321,2024-01-13,Seller16,https://etsy.com/shop/seller16,4.8,1781,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|wallet
https://www.etsy.com/listing/6000017/accessories-Hat-17,Accessories Hat Item 17,Hat,497,77.14,765,2023-07-23,Seller17,https://etsy.com/shop/seller17,4.8,233,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|hat
https://www.etsy.com/listing/6000018/accessories-Wallet-18,Accessories Wallet Item 18,Wallet,99,34.68,70,2023-11-17,Seller18,https://etsy.com/shop/seller18,4.6,1888,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|wallet
https://www.etsy.com/listing/6000019/accessories-Belt-19,Accessories Belt Item 19,Belt,477,53.61,350,2024-02-08,Seller19,https://etsy.com/shop/seller19,4.6,570,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|belt
https://www.etsy.com/listing/6000020/accessories-Belt-20,Accessories Belt Item 20,Belt,273,52.9,907,2023-03-23,Seller20,https://etsy.com/shop/seller20,4.8,857,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|belt
https://www.etsy.com/listing/6000021/accessories-Sunglasses-21,Accessories Sunglasses Item 21,Sunglasses,206,74.21,421,2023-11-24,Seller21,https://etsy.com/shop/seller21,5.0,501,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|sunglasses
https://www.etsy.com/listing/6000022/accessories-Wallet-22,Accessories Wallet Item 22,Wallet,54,14.66,65,2023-01-02,Seller22,https://etsy.com/shop/seller22,4.9,1420,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|wallet
https://www.etsy.com/listing/6000023/accessories-Wallet-23,Accessories Wallet Item 23,Wallet,423,17.78,606,2024-02-04,Seller23,https://etsy.com/shop/seller23,4.5,1961,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|wallet
https://www.etsy.com/listing/6000024/accessories-Sunglasses-24,Accessories Sunglasses Item 24,Sunglasses,357,142.6,711,2023-12-20,Seller24,https://etsy.com/shop/seller24,4.6,1139,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|sunglasses
https://www.etsy.com/listing/6000025/accessories-Hat-25,Accessories Hat Item 25,Hat,399,74.33,476,2023-07-26,Seller25,https://etsy.com/shop/seller25,4.8,757,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|hat
https://www.etsy.com/listing/6000026/accessories-Wallet-26,Accessories Wallet Item 26,Wallet,390,113.74,706,2023-05-17,Seller26,https://etsy.com/shop/seller26,4.9,1993,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|wallet
https://www.etsy.com/listing/6000027/accessories-Wallet-27,Accessories Wallet Item 27,Wallet,73,125.79,737,2023-03-04,Seller27,https://etsy.com/shop/seller27,4.7,168,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|wallet
https://www.etsy.com/listing/6000028/accessories-Sunglasses-28,Accessories Sunglasses Item 28,Sunglasses,23,109.2,553,2023-06-23,Seller28,https://etsy.com/shop/seller28,4.6,1828,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|sunglasses
https://www.etsy.com/listing/6000029/accessories-Sunglasses-29,Accessories Sunglasses Item 29,Sunglasses,350,63.74,523,2023-09-11,Seller29,https://etsy.com/shop/seller29,5.0,322,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|sunglasses
https://www.etsy.com/listing/6000030/accessories-Wallet-30,Accessories Wallet Item 30,Wallet,486,135.89,729,2023-05-14,Seller30,https://etsy.com/shop/seller30,4.6,1341,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|wallet
https://www.etsy.com/listing/6000031/accessories-Belt-31,Accessories Belt Item 31,Belt,247,65.14,764,2023-05-28,Seller31,https://etsy.com/shop/seller31,4.7,697,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|belt
https://www.etsy.com/listing/6000032/accessories-Wallet-32,Accessories Wallet Item 32,Wallet,447,93.1,751,2024-02-29,Seller32,https://etsy.com/shop/seller32,4.9,695,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|wallet
https://www.etsy.com/listing/6000033/accessories-Belt-33,Accessories Belt Item 33,Belt,456,101.75,954,2024-02-10,Seller33,https://etsy.com/shop/seller33,4.8,1040,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|belt
https://www.etsy.com/listing/6000034/accessories-Belt-34,Accessories Belt Item 34,Belt,324,111.55,726,2023-12-15,Seller34,https://etsy.com/shop/seller34,5.0,151,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|belt
https://www.etsy.com/listing/6000035/accessories-Hat-35,Accessories Hat Item 35,Hat,176,72.03,707,2023-10-31,Seller35,https://etsy.com/shop/seller35,4.9,1709,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|hat
https://www.etsy.com/listing/6000036/accessories-Wallet-36,Accessories Wallet Item 36,Wallet,131,111.99,728,2023-06-07,Seller36,https://etsy.com/shop/seller36,4.9,1692,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|wallet
https://www.etsy.com/listing/6000037/accessories-Belt-37,Accessories Belt Item 37,Belt,21,135.34,186,2023-11-28,Seller37,https://etsy.com/shop/seller37,4.5,1418,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|belt
https://www.etsy.com/listing/6000038/accessories-Belt-38,Accessories Belt Item 38,Belt,465,46.69,740,2023-05-05,Seller38,https://etsy.com/shop/seller38,5.0,1019,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|belt
https://www.etsy.com/listing/6000039/accessories-Hat-39,Accessories Hat Item 39,Hat,195,35.61,745,2023-10-27,Seller39,https://etsy.com/shop/seller39,4.6,1455,img1.jpg|img2.jpg,Color:Red|Blue|Black,Handmade|Unique,accessories|hat
