"name","itemId","price","currentPrice","brandName","sellerName","ratingScore","itemSold","location","image","itemUrl"
"FunBug Gaming Headset Headphone with Noise Cancelling Microphone ~ Over the Ear White Gaming Headphones with Stereo Sound & Bass for Pubg Mobile PC Laptop Computer PlayStation4 Xbox PS4 PS5 Nintendo Switch, OS ~ By FunBug",628503972,2897,"Rs. 2,897","FUNBUG","FunBug",4.72,301,"Punjab","https://pk-live-21.slatic.net/kf/Sd517362527e242e198109d0df1311ce3E.png","https://www.daraz.pk/products/4-ps4-ps5-os-i628503972.html"
"FunBug Pro Gaming Headset with RGB Lights, Noise Cancelling Mic, USB/3.5mm Plug - Comfortable Ear Cushions, On-Headset Audio Control, New",1951818227,1697,"Rs. 1,697","No Brand","The Gaming Bug",0,0,"Punjab","https://static-01.daraz.pk/p/fa7c9dccd635e82b5ca037795386be98.png","https://www.daraz.pk/products/35-i1951818227.html"
"HSG560 Wired Gaming Headset – Stereo Bass RGB Gaming Headphone with Microphone | Comfortable PC & Mobile Gaming Headset for PUBG, Free Fire Pakistan",1954131073,1750,"Rs. 1,750","No Brand","NexaGears",0,0,"Punjab","https://static-01.daraz.pk/p/9cac60603011b2c5f57fa8e391822fbd.jpg","https://www.daraz.pk/products/hsg560-pubg-i1954131073.html"
"5 IN 1 Mobile Game Combo Pack /Gaming Converter/Wired Gaming Keypad Ergonomic One-headed PUBG / shooting games with wire (Only for Android User)",924576327,4060,"Rs. 4,060","No Brand","Game For Slection",4.69,270,"Punjab","https://static-01.daraz.pk/p/4b8e6403b2d1d38f3fc92fa1664b887b.jpg","https://www.daraz.pk/products/1-5-pubg-i924576327.html"
"HS20 Wired Gaming Headset – Stereo Bass Gaming Headphone with Microphone | Comfortable PC & Mobile Gaming Headset for PUBG, Free Fire Pakistan",1954135052,980,"Rs. 980","No Brand","NexaGears",0,0,"Punjab","https://static-01.daraz.pk/p/cc794fca6dd260ff87ee36f122737359.jpg","https://www.daraz.pk/products/hs20-pubg-i1954135052.html"
"【TOP-RATED】 Gaming Keyboard RGB with Mechanical Feeling - Wired Waterproof Keyboard and Mouse Combo for Gaming & Working with FREE Mouse Pad for Mobile Pubg Laptop PC Computer Gaming - 112 Keys - Black Color By FunBug",217655853,2032.22,"Rs. 2,032","FUNBUG","FunBug",4.49,7,"Punjab","https://pk-live-21.slatic.net/kf/S67af578b30774b328f1a3d5576e6b692b.png","https://www.daraz.pk/products/rgb-pubg-112-i217655853.html"
"4 In 1 Combo Gaming Keyboard And Mouse Wireless Bluetooth For PC/Smartphone PUBG Mobile Game Accessories",1949695171,4319,"Rs. 4,319","No Brand","giftomatic",0,0,"Sindh","https://static-01.daraz.pk/p/c4d0148f7642b67d272fe7db6d65b23d.jpg","https://www.daraz.pk/products/1-4-pubg-i1949695171.html"
"H130 Gaming Headphones - Over-Ear Stereo Sound Headset with 360° Adjustable Noise Reducing Microphone for PC, Laptop, Mobile, PS4, Xbox - 3.5mm Wired Plug - Red & Black - By FunBug",940871237,1569.72,"Rs. 1,570","FUNBUG","FunBug",4.79,117,"Punjab","https://pk-live-21.slatic.net/kf/Sa7393830cb3c42d789882a05c5b7d04dZ.png","https://www.daraz.pk/products/hp-h130-360-4-35-i940871237.html"
"Memo DLA7 Cooling Fan",517924940,2700,"Rs. 2,700","No Brand","Cheap Store Pak by RSAS ",0,0,"Punjab","https://pk-live-21.slatic.net/kf/Sd74f0a64766941fb8c14dd7ffe59c615V.jpg","https://www.daraz.pk/products/dla7-i517924940.html"
"Interlink Gaming Battle-G Headset (Model 03-01-017)  HiFi Stereo Sound | Dual Mic | Ideal for PUBG & Mobile Gaming",922395621,1200,"Rs. 1,200","No Brand","All Access Mobile",0,0,"Punjab","https://static-01.daraz.pk/p/a7025893da98aaf2da308d6deb692f73.png","https://www.daraz.pk/products/g-03-01-017-hifi-pubg-i922395621.html"
"3in1 Gaming Setup! Mechanical Feeling RGB Gaming Keyboard and Mouse with 3 DPI Levels Combo with MousePad  - Backlight Gaming Key Board, Mouse, Mouse Pad,  in Low Price - For  Mobile Laptop PC Computer Game & free mousepad",936485403,1975,"Rs. 1,975","No Brand","SE_ Technologies ",4.4,51,"Sindh","https://static-01.daraz.pk/p/9412a72256908e6c929a5c82f7ce1ff4.jpg","https://www.daraz.pk/products/3in1-3-i936485403.html"
"JSX 902 RGB Gaming Headphone 7.1 Virtual Surround Sound Noise Cancelling Mic LED Headset for PC Laptop PS4 PS5 Wired",1950196206,2442,"Rs. 2,442","No Brand","K4 Traders",0,0,"Sindh","https://static-01.daraz.pk/p/10bb565f885d75ba3c237355d472d397.png","https://www.daraz.pk/products/902-71-4-5-i1950196206.html"
"Original Gaming Keyboard RGB with Mechanical Feeling - Wired Waterproof Keyboard and Mouse Combo for Gaming & Working with FREE Mouse Pad for Mobile PUBG, Laptop PC Computer Gaming - 104 Keys - Black Color By Panorama.",878338142,2419.56,"Rs. 2,420","No Brand","Panorama",4.8,395,"Punjab","https://static-01.daraz.pk/p/cf7af4744c2c56556d4efc8716c868f2.png","https://www.daraz.pk/products/104-i878338142.html"
"Fachixy FC200 Wireless Gaming Headset for PS5, PS4-2.4GHz USB Foldable Headphones with Mic - 3D Stereo Bluetooth Headset with 50Hrs Battery Life - For Switch, PC, Mac, Mobile",916588949,3099,"Rs. 3,099","No Brand","SAC AUTO STORE ",0,0,"Punjab","https://static-01.daraz.pk/p/93f5331e6b313b7865c154453e37f2c4.jpg","https://www.daraz.pk/products/fc200-ps5-ps4-24ghz-usb-3d-50hrs-i916588949.html"
"RGB Gaming Keyboard & Mouse Combo - 7 Colour Wired RGB Mouse and Keyboard Set - USB Wired Pack For PC & Laptop - Black & White",513597748,1699,"Rs. 1,699","Master it","Master IT",4.57,763,"Sindh","https://static-01.daraz.pk/p/8d9d0687a5323328efa13617f7cf69b0.jpg","https://www.daraz.pk/products/rgb-7-rgb-usb-i513597748.html"
"XTRIKE ME HD-214 BK WIRELESS BLUETOOTH 5.3 FOLDABLE OVER-EAR HEADPHONE",1950988469,2570,"Rs. 2,570","No Brand","Bey Cart",0,0,"Punjab","https://static-01.daraz.pk/p/888d2dbd7dddfc3892181b7b8cc1bfd1.png","https://www.daraz.pk/products/214-53-i1950988469.html"
"4 IN 1 Mobile Game Combo Pack /Gaming Converter/Wired Gaming Keypad Ergonomic One-headed PUBG / shooting games with wire or with Bluetooth Connection",369042910,4346.57,"Rs. 4,347","No Brand","Game For Slection",4.42,141,"Punjab","https://static-01.daraz.pk/p/69c48a06bb611a1a42a54eee219e5927.jpg","https://www.daraz.pk/products/1-4-pubg-i369042910.html"
"【High-Quality】 Gaming Headset with Noise-Canceling Mic - Gaming Headphones with Breathable Foam Earpads, Stereo Sound Bass & RGB Lighting - Compatible with Pubg Mobile, PC, Laptop, Computer, Xbox, PS4, PS5, Nintendo Switch - By FunBug",338149717,2767,"Rs. 2,767","FUNBUG","FunBug",4.6,1,"Punjab","https://pk-live-21.slatic.net/kf/S6a1a7ebc8e4a4203aa6dcf7f18b0a737x.png","https://www.daraz.pk/products/4-5-i338149717.html"
"Original 3-in-1 Wired RGB Gaming Combo: Backlit Keyboard - Mouse & Mouse Pad Set for PC/Laptop (Black) Transparent Keys",878311690,2290,"Rs. 2,290","No Brand","Panorama",4.84,472,"Punjab","https://static-01.daraz.pk/p/6b4b496ff2854237743cabe3a72dd6a7.png","https://www.daraz.pk/products/3-1-i878311690.html"
"ONIKUMA K5 Gaming Headphone Hi-Fi Subwoofer Headset 7.1 Virtual Stereo Headset With Mic for PS4 PC Xbox One - Black & Blue",144680143,2822,"Rs. 2,822","ONIKUMA","Onikuma",4.55,1,"Punjab","https://static-01.daraz.pk/p/e1dfb88bbf83a75179d095f59a6f475e.jpg","https://www.daraz.pk/products/onikuma-pro-gaming-headphone-hi-fi-subwoofer-headset-71-virtual-stereo-headset-with-mic-for-ps4-pc-xbox-one-black-blue-i144680143.html"
"EKSA E900 Wired Gaming Headset for Xbox One - PC Headset with Detachable Noise Cancelling Microphone, 3D Stereo Sound 50mm Driver- Gaming Headphones for Xbox S/X, PS4 PS5, Switch, Laptop (Red)",916544778,3199,"Rs. 3,199","No Brand","SAC AUTO STORE ",0,0,"Punjab","https://static-01.daraz.pk/p/43fc656fd3d6565e008ff0be772f389c.jpg","https://www.daraz.pk/products/eksa-e900-xbox-3d-50-xbox-sx-ps4-ps5-i916544778.html"
"ONIKUMA X29 RGB Dynamic Professional Gaming Headphone Stereo Surround Sound Omnidirectional HD Mic for PC PS4 Xbox Phone",1950839062,3149,"Rs. 3,149","ONIKUMA","Bey Cart",0,0,"Punjab","https://static-01.daraz.pk/p/ae863497b0f83d93ff75442731fe04cc.jpg","https://www.daraz.pk/products/onikuma-x29-rgb-pc-ps4-xbox-i1950839062.html"
"G907 Wired Gaming Headphone – Stereo Bass Headset with Noise Reduction Mic, RGB Lights & 3.5mm Jack for PC, Laptop & Mobile",1951050703,3199,"Rs. 3,199","No Brand","Bey Cart",0,0,"Punjab","https://static-01.daraz.pk/p/87af6e14be43c23d2e9319f2723967fa.png","https://www.daraz.pk/products/g907-rgb-35-i1951050703.html"
"SY830MV Wired Gaming Headset with HD Omnidirectional Mic, 40mm Drivers, Deep Bass & LED Light - Over-Ear Headphones for PC & Laptop (Black/Blue)",1948696180,2590,"Rs. 2,590","No Brand","Zenzai Accessories ",0,0,"Punjab","https://static-01.daraz.pk/p/d1335327600387ad12ccb6c24fb41bc5.jpg","https://www.daraz.pk/products/sy830mv-hd-40-led-i1948696180.html"
"Bingle G20 Professional Gaming Headset with Detachable Mic RGB - Wired Over Ear Headphones for PC PS4 Xbox PUBG - Noise Cancelling Mic High Bass",1952264804,2435,"Rs. 2,435","No Brand","DoShopee",0,0,,"https://pk-live-21.slatic.net/kf/S66578cd9f53447a5a15c3a6ffb3d6e93s.jpg","https://www.daraz.pk/products/bingle-g20-rgb-ps4-xbox-pubg-i1952264804.html"
"HOCO W110 Resource Gaming Headphones with Dynamic RGB Lighting — USB + 3.5 mm Gaming Headset",1950665209,4845.2,"Rs. 4,845","hoco","power zone pakistan",0,0,"Sindh","https://static-01.daraz.pk/p/5fefb2cc61202aca6b2befaf23d95725.jpg","https://www.daraz.pk/products/110-35-i1950665209.html"
"ONIKUMA Gaming Headset K1 B Pro Stereo Sound Noise Cancelling Mic Over Ears Gaming Headphone for Nintendo Switch Playstation 4 Laptop Smartphones and PC (Blue)",410638078,2351.55,"Rs. 2,352","ONIKUMA","Onikuma",4.42,608,"Punjab","https://static-01.daraz.pk/p/3fea616e00bbd17dbe69a5db429c9271.jpg","https://www.daraz.pk/products/onikuma-gaming-headset-k1-stereo-sound-noise-cancelling-mic-over-ears-gaming-headphone-for-nintendo-switch-playstation-4-laptop-smartphones-and-pc-blue-i410638078.html"
"ONIKUMA K5 Gaming Headset With Noise Cancellation Mic And 360 Surround Sound for PS4 PC Xbox One - Grey camo / Blue",135155568,2699,"Rs. 2,699","ONIKUMA","Onikuma",4.7,831,"Islamabad","https://static-01.daraz.pk/p/e1dfb88bbf83a75179d095f59a6f475e.jpg","https://www.daraz.pk/products/k5-ps4-xbox-i135155568.html"
"TH200 Wired Gaming Headset – Stereo Bass RGB Gaming Headphone with Microphone | Comfortable PC & Mobile Gaming Headset for PUBG, Free Fire Pakistan",1954422397,3400,"Rs. 3,400","No Brand","NexaGears",0,0,"Punjab","https://static-01.daraz.pk/p/8c570683c02b0d22e53c4b9731b750ff.jpg","https://www.daraz.pk/products/th200-rgb-pubg-i1954422397.html"
"RedGear CLOAK E21 wired headphone with Mic for Xbox One PS4 Switch and PC/ 7.1Surround Sound stereo Over-Ear Gaming Headset withNoise Cancelling Mic, LED Lights, Volume Control for, Laptops, iPad Rgb USB Headphones 50mm speake PAK FF",649407775,2899,"Rs. 2,899","No Brand","PAK FF TRADERS",4.74,60,"Sindh","https://pk-live-21.slatic.net/kf/Sc626a638498f470c82c250ee20fc300aC.jpg","https://www.daraz.pk/products/e21-4-71-50-i649407775.html"
"Universal handsfree logo with mic and volume control Best for Pubg Gaming good sound Quality",253422248,500,"Rs. 500","No Brand","Decent Communication DC",0,0,"Sindh","https://pk-live-21.slatic.net/kf/S6e1326b4f3d04c93b8bc2a8d1e6eabc6X.jpg","https://www.daraz.pk/products/pubg-i253422248.html"
"G901 USB Wired Gaming Headset 7.1 Surround Sound - RGB LED - Noise Cancelling Mic - PC & Laptop Gaming Headphones",1954208127,3500,"Rs. 3,500","No Brand","TechnoDirect",0,0,"Punjab","https://static-01.daraz.pk/p/a26806f575f0b5fd03245b66f60bb435.jpg","https://www.daraz.pk/products/g901-usb-71-rgb-led-i1954208127.html"
"Gaming Headset Xg-120 For Pubg Mobile",944695844,749,"Rs. 749","No Brand","JK COMPUTER ",0,0,"Punjab","https://pk-live-21.slatic.net/kf/S4b1d078eef2b48e7b9f4611440d0e15ec.jpg","https://www.daraz.pk/products/xg-120-pubg-i944695844.html"
"PC Gaming Headset with Mic – Best Headphones for PUBG Pakistan",1954204660,3500,"Rs. 3,500","No Brand","PakHabit",0,0,"Sindh","https://static-01.daraz.pk/p/8937caa31b0847737800de8d8feb7b16.jpg","https://www.daraz.pk/products/pubg-i1954204660.html"
"HP DHE-7000 Wired Headphones with Microphone – 3.5 mm Jack, In-Ear / Earbud Style, Built-in Mic",930604279,2799,"Rs. 2,799","HP","Ultra Lap",0,0,"Islamabad","https://static-01.daraz.pk/p/04b8df6e8bc687c0d3b3b1bccb17d217.png","https://www.daraz.pk/products/hp-dhe-7000-35-i930604279.html"
"Gioteck HC2 Wired Stereo Gaming Headset Mic Only for PS5 PS4, Xbox Series S|X, Xbox One, PC Microphone Only Not Headset Included",482154294,950,"Rs. 950","No Brand","2ndSolution",0,0,"Punjab","https://static-01.daraz.pk/p/72f22ecc0103874d8ae304a9f96c19d9.jpg","https://www.daraz.pk/products/hc2-ps5-ps4-xbox-s-lax-xbox-i482154294.html"
"Red

Beexcellent GM-1 Over-Ear Wired 3.5mm Pro Gaming Headset –",569331317,2999,"Rs. 2,999","No Brand","Sheikh Latif Store",0,0,"Sindh","https://pk-live-21.slatic.net/kf/Sc76deddfdcb14010b3957dc4fa1c2cd3S.jpg","https://www.daraz.pk/products/gm-1-35-i569331317.html"
"S603 Gaming Wired Headset Gamer Deep Bass Stereo Earphone With Microphone For PC Computer",460433909,4000,"Rs. 4,000","No Brand","MegaGK",0,0,"Punjab","https://static-01.daraz.pk/p/60f79e066654fb192a1bf643f7efbd14.jpg","https://www.daraz.pk/products/s603-i460433909.html"
"X31 Wired Gaming Headset – Stereo Bass RGB Gaming Headphone with Microphone | Comfortable PC & Mobile Gaming Headset for PUBG, Free Fire Pakistan",1954406831,3400,"Rs. 3,400","No Brand","NexaGears",0,0,"Punjab","https://static-01.daraz.pk/p/8a699bef7880b87e997ba6c3302ecf1e.jpg","https://www.daraz.pk/products/x31-pubg-i1954406831.html"
"RGB Gaming Headset | 7.1 Surround Sound | Pro Noise Cancellation Mic",948076001,1349,"Rs. 1,349","No Brand","Mouse World ",0,0,"Sindh","https://pk-live-21.slatic.net/kf/S206fa2bcec1d4b87b8cc50a713d2abffO.jpg","https://www.daraz.pk/products/71-i948076001.html"
"RGB Gaming Keyboard & Mouse & Headphone & Mousepad & Headphone Stand - 4 in 1 RGB Gaming Wired Combo - 7 RGB Colors In Combo - 5 Product USB Wired RGB Pack For Gaming - Compatible With PC & Laptop - Black",661383903,2399,"Rs. 2,399","Master it","Master IT",4.59,98,"Sindh","https://static-01.daraz.pk/p/8cf976bc6e52e02ff44673752f09edf9.jpg","https://www.daraz.pk/products/rgb-1-4-rgb-7-rgb-5-usb-rgb-i661383903.html"
"V7 Wired RGB Gaming Headphone – Stereo Bass Gaming Headset with Microphone | Comfortable PC & Mobile Gaming Headset for PUBG, Free Fire Pakistan",1954107518,3500,"Rs. 3,500","No Brand","NexaGears",0,0,"Punjab","https://static-01.daraz.pk/p/3ce0a8e947a2dd7632ef15c5e4692736.jpg","https://www.daraz.pk/products/v7-rgb-pubg-i1954107518.html"
"PRO Gaming Headphones for PC Xbox One, PS4, PS5, Stereo Sound and with Flexible Mic, 3.5mm AUX & Mic Wired, Adjustable Headband Over-Ear Headphones for Laptop PC Smartphones  - By Al-Buraq Tech Zone",1950075000,1465,"Rs. 1,465","No Brand","Al-Buraq Tech Zone",0,0,"Punjab","https://static-01.daraz.pk/p/772d6ad4693b8032e86d59c3a268c131.jpg","https://www.daraz.pk/products/xbox-ps4-ps5-35-i1950075000.html"
"GX G560 Wired Gaming Headset with Mic – High Sound Woofer Effect & Volume Control for PC, Laptop & Console",923676746,1799,"Rs. 1,799","No Brand","MOB X TECH",0,0,"Punjab","https://static-01.daraz.pk/p/e00c4a6844f591b1af769735befde13f.jpg","https://www.daraz.pk/products/gx-g560-i923676746.html"
"A6 3.5 stereo noise reduction 3D bass stereo surrounded gaming headset wired headphone with mic for ps4 pc- Gadget By RH",616974257,2999,"Rs. 2,999","No Brand","Gadgets By RH",0,0,"Punjab","https://static-01.daraz.pk/p/e6fc8309cc4f20ed0073e9b7d76bfca5.png","https://www.daraz.pk/products/a6-35-3d-ps4-rh-i616974257.html"
"G815 Gaming Headset With Mic For Computer And Laptop With RGB Lights - Black",929354522,2999,"Rs. 2,999","No Brand","Game For Slection",0,0,"Punjab","https://static-01.daraz.pk/p/76de8c1061a895a76137df7e60307855.jpg","https://www.daraz.pk/products/g815-rgb-i929354522.html"
"RGB Factory Noise-cancelation Headphones for Gaming Storm Pro V2 USB+3.5mm Wired Waterproof Earphones With Microphone",1953598675,3350,"Rs. 3,350","No Brand","MY COMPUTER",0,0,"Sindh","https://static-01.daraz.pk/p/5d128bd85770fb16920bfe9da008d5ca.png","https://www.daraz.pk/products/rgb-v2-usb-35-i1953598675.html"
"Headphone - Headphone – Bluetooth - Headphone for pubg - Headphone for mobile - Headphone gaming - Headphone jack - Headphone for girls - Headphone for pc -",190644079,1200,"Rs. 1,200","No Brand","Ascension Products",5,5,"Punjab","https://static-01.daraz.pk/p/50ae91070b9f8ac4b0ea02b1be6121af.jpg","https://www.daraz.pk/products/pubg-i190644079.html"
"XTRIKE ME GH712 RGB GAMING HEADSET WITH NOISE REDUCTION MICROPHONE BLACK",1954428363,5999,"Rs. 5,999","No Brand","HIGH-Q",0,0,"Punjab","https://static-01.daraz.pk/p/ddb8fa886dd28eaa73c870d5a2f803fb.jpg","https://www.daraz.pk/products/xtrike-me-gh712-rgb-i1954428363.html"
"TUCCI Q5 USB Wired Headphone – Stereo Sound Headset with Built-in Mic, Comfortable Over-Ear Design for PC & Laptop",1951052667,2599,"Rs. 2,599","No Brand","Bey Cart",0,0,"Punjab","https://static-01.daraz.pk/p/e9401b370cd25985bd7cd759199aa635.png","https://www.daraz.pk/products/tucci-q5-usb-i1951052667.html"
"HY6990 Wired Gaming Headset – Stereo Bass RGB Gaming Headphone with Microphone | Comfortable PC & Mobile Gaming Headset for PUBG, Free Fire Pakistan",1954101626,3300,"Rs. 3,300","No Brand","NexaGears",0,0,"Punjab","https://static-01.daraz.pk/p/e73fae6af7c8c973c4f4606f48a77860.jpg","https://www.daraz.pk/products/hy6990-pubg-i1954101626.html"
"ONIKUMA x15 pro RGB wired Gaming Headset-stereo surround sound,Noise-cancelling,ComfortableMemory Earpads,Durable Design And RGB Dynamic Lighting",1952130260,4860,"Rs. 4,860",".No Brand.","Al-Furqan Services",5,9,"Punjab","https://pk-live-21.slatic.net/kf/S19321c3ca7b34e0e9b75f1f0eb568639r.jpg","https://www.daraz.pk/products/onikuma-x15-i1952130260.html"
"X29 Wired Gaming Headset – Stereo Bass RGB Gaming Headphone with Microphone | Comfortable PC & Mobile Gaming Headset for PUBG, Free Fire Pakistan",1954115159,3800,"Rs. 3,800","No Brand","NexaGears",0,0,"Punjab","https://static-01.daraz.pk/p/b0e796ce30ab45a31f152ff38361be1a.jpg","https://www.daraz.pk/products/x29-pubg-i1954115159.html"
"E-Sport G103 Gaming Headset Wired | RGB LED | USB + 3.5mm AUX | Noise Cancelling Mic | Over-Ear Gaming Headphones for PC & Laptop",1947921376,2127.5,"Rs. 2,128","No Brand","ElectroDirect",0,0,"Punjab","https://static-01.daraz.pk/p/8e8a3ee975c39c67c2e3f93721a6f55e.jpg","https://www.daraz.pk/products/e-g103-rgb-led-usb-35-i1947921376.html"
"G907 Wired Gaming Headset – Stereo Bass RGB Gaming Headphone with Microphone | Comfortable PC & Mobile Gaming Headset for PUBG, Free Fire Pakistan",1954426368,3900,"Rs. 3,900","No Brand","NexaGears",0,0,"Punjab","https://static-01.daraz.pk/p/4c6d2daf7fe8b5454cf2dfd4210a90fd.jpg","https://www.daraz.pk/products/g907-pubg-i1954426368.html"
"XTRIKE ME GH-606 RGB WIRED GAMING HEADSET ADJUSTABLE MICROPHONE",1950717504,3940,"Rs. 3,940","No Brand","Bey Cart",0,0,"Punjab","https://static-01.daraz.pk/p/9f2b30bf5613cc3054f0a507332ef61c.png","https://www.daraz.pk/products/606-i1950717504.html"
"4D Arms Reclining Executive Chair, Office Chair, Gaming Chair, Computer Chair, Study Purpose Chair, Laptop Usage Chair, Conference Chair, Meeting Staff Chair, Side Chair, Coffee and Dining Chair",472591669,8769.12,"Rs. 8,769","No Brand","Elegance Enclave ",5,10,"Punjab","https://pk-live-21.slatic.net/kf/S915fdc1a48674c399f6eb208679c6762z.jpg","https://www.daraz.pk/products/4d-i472591669.html"
"4-in-1 Gaming Combo – Keyboard + Mouse + Headphone + Mouse Pad - Original Wired RGB Keyboard RGB  Mouse, Wired Headphone & Free Mouse Pad | Complete Gaming Setup for  PC & Laptop – Special Offer for Gamers, Streamers & Students - - 104 Keys",831843121,2673.25,"Rs. 2,673","No Brand","Panorama",4.7,94,"Punjab","https://static-01.daraz.pk/p/e566d05542efa233d52917390747d4a1.png","https://www.daraz.pk/products/4-1-104-i831843121.html"
"MISDE V6S RGB Gaming Headphones – Wired Stereo Headset with LED Lights, Noise Reduction Mic & Deep Bass for PC, Laptop & Mobile",1951056381,2930,"Rs. 2,930","No Brand","Bey Cart",0,0,"Punjab","https://static-01.daraz.pk/p/d228ce30a5c9894d9cf320030b3a2d2e.jpg","https://www.daraz.pk/products/misde-v6s-rgb-led-i1951056381.html"
"H10 Wired Gaming Headset – First Blood Edition Stereo Bass Gaming Headphone with Microphone | RGB PC & Mobile Gaming Headset for PUBG, Free Fire Pakistan",1954117173,5200,"Rs. 5,200","No Brand","NexaGears",0,0,"Punjab","https://static-01.daraz.pk/p/4c73becaf3d5c624e1620c3ea1a92942.jpg","https://www.daraz.pk/products/h10-rgb-pc-pubg-i1954117173.html"
"V6S Wired RGB Gaming Headphone – Stereo Bass Headset with Microphone | Comfortable Gaming Headset for PC, Laptop, PUBG & Free Fire Pakistan",1954395000,3400,"Rs. 3,400","No Brand","NexaGears",0,0,"Punjab","https://static-01.daraz.pk/p/190702026bfd00995ce5579c7bd10662.jpg","https://www.daraz.pk/products/v6s-rgb-pubg-i1954395000.html"
"H83 Wired Gaming Headset – Stereo Bass RGB Gaming Headphone with Microphone | Comfortable PC & Mobile Gaming Headset for PUBG, Free Fire Pakistan",1954125107,3400,"Rs. 3,400","No Brand","NexaGears",0,0,"Punjab","https://static-01.daraz.pk/p/1be19aa82ae6c0c159e3850a3c492d85.jpg","https://www.daraz.pk/products/h83-pubg-i1954125107.html"
